LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
30QBCP,NYCEEC,Q,Holy Land ECC,,718-361-0080,45-08 Skillman Avenue,11104,1,18,,,1006763,211310,holylandecc4508@yahoo.com,,2,6,30QBCP,info,8:30:00 AM,1,1,0,0,0,0,,
30QBDC,NYCEEC,Q,SCO Corona Early Childhood Education Center,,718-289-7730,33-27 97th Street,11368,1,54,,,1020006,214786,gayala@sco.org,https://sco.org,3,9,30QBDC,info,8:00:00 AM,0,0,0,0,0,0,,
30QBDD,NYCEEC,Q,Hellenic Orthodox Community of Astoria St. Demetrios,,718-728-1754,30-11 30th Drive,11102,1,54,,,1005480,218188,sdastoriaschool@aol.com,https://saintdemetriosastoria.com,2,9,30QBDD,info,8:30:00 AM,1,1,0,0,0,0,,
30QBDX,NYCEEC,Q,Milton's Daycare,,718-424-0663,34-47 88th Street,11372,1,10,,,1017773,213636,miltondiaz88@hotmail.com,,5,9,30QBDX,info,,0,0,0,0,0,0,,
30QBGO,NYCEEC,Q,Sunnyside Up,,718-784-6173 x420,43-31 39th Street,11104,1,36,,,1004833,210719,prek@scsny.org,https://scsny.org,2,6,30QBGO,info,8:30:00 AM,1,1,209,0,0,0,,
30QBGR,NYCEEC,Q,Mi Nuevo Mundo,,718-626-7394,5102 31st Avenue,11377,1,36,,,1009845,215010,mnmchildren@gmail.com,,2,2,30QBGR,info,8:30:00 AM,0,0,0,0,0,0,,
30QBHL,NYCEEC,Q,My Little Footprints Daycare Corp.,,718-626-2201,28-34 38th Street,11103,1,26,,,1007683,218021,mylittlefootprintsdaycareinc@gmail.com,,2,7,30QBHL,info,8:00:00 AM,1,1,0,0,0,0,,
30QBHR,NYCEEC,Q,Kathy's Day Care,,347-761-8678,34-47 88th Street,11372,1,10,,,1017773,213636,lisettelucia@yahoo.com,,3,7,30QBHR,info,9:00:00 AM,0,0,0,0,0,0,,
30QBHW,NYCEEC,Q,Ravenswood,,347-592-7792,35-32 21st Street,11106,1,36,,,1001882,216441,colivo@queenslibrary.org,https://queenslibrary.org,7,6,30QBHW,info,8:00:00 AM,0,1,0,0,0,0,,
30QBHX,NYCEEC,Q,Adventureland Child Care,,718-777-2011,32-04 31st Avenue,11106,1,18,,,1005677,217499,nycdaycare24@aol.com,https://adventurelandchildcarecenter.com,3,3,30QBHX,info,9:00:00 AM,1,1,0,1,0,0,,
30QBJO,NYCEEC,Q,Al Madinah School,,718-222-4986,1824 Astoria Boulevard,11102,1,20,,,1004603,220607,almadinahinfo@gmail.com,https://almadinah-school.com,2,2,30QBJO,info,8:00:00 AM,0,0,0,0,0,0,,
30QBJP,NYCEEC,Q,Magic Beans,,718-786-8091,43-12 46th Street,11104,1,38,,,1006791,210523,magicbeanslc@gmail.com,https://amazingmagicbeanslc.com,3,7,30QBJP,info,8:15:00 AM,1,1,0,0,0,0,,
30QBJR,NYCEEC,Q,Grace Day Care Center,,718-803-0345,89-00 23rd Avenue,11369,1,18,,,1017472,218835,gracepreschool1004@gmail.com,,3,3,30QBJR,info,9:15:00 AM,0,0,0,0,0,0,,
30QBLD,NYCEEC,Q,Abc Kiddieland Day Care Center,,718-651-3551,67-05 Roosevelt Avenue,11377,1,20,,,1012555,211207,abckiddieland@verizon.net,https://www.abckiddieland.com,3,7,30QBLD,info,8:00:00 AM,0,1,0,0,0,0,,
30QBLF,NYCEEC,Q,Discovery Lane Day Care Center,,347-242-2315,27-17 27th Street,11102,1,29,,,1005526,219560,discoverylanedcc@gmail.com,https://discoverylanenyc.com,3,9,30QBLF,info,8:00:00 AM,1,0,0,1,0,0,,
30QBNN,NYCEEC,Q,New Milestone,,718-545-5580,27-18 Hoyt Avenue South,11102,1,38,,,1006450,220310,new.milestone03@yahoo.com,https://new-milestone.com,2,7,30QBNN,info,8:40:00 AM,1,1,0,0,0,0,,
30QBOX,NYCEEC,Q,Bright Start Child Learning Center,,718-777-2347,23-88 31st Street,11105,1,18,,,1007788,220771,info@BrightStartCenter.com,https://http://www.brightstartcenter.com,2,9,30QBOX,info,8:00:00 AM,1,1,0,0,0,0,,
30QBPD,NYCEEC,Q,Children of America,,347-730-5438,33-06 88th Street,11372,3,36,,,1017438,214665,coaqueensny@childrenofamerica.com,https://www.childrenofamerica.com,5,9,30QBPD,info,8:30:00 AM,1,1,0,0,0,0,,
30Z021,PKC,Q,District 30 Pre-K Center at 96-10 23rd Avenue,,718-533-5030,96-10 23rd Avenue,11369,1,108,,,1019209,219164,30Q389@schools.nyc.gov,https://district30prekcenters.com,2,3,30Z021,info,8:20:00 AM,0,0,109,0,0,0,,
30Z070,PKC,Q,District 30 Pre-K Center at 3252 37th Street,,718-316-9337,3252 37th Street,11103,1,108,,,1005951,215719,30Q389@schools.nyc.gov,https://district30prekcenters.com,2,3,30Z070,info,8:20:00 AM,0,0,109,0,0,0,,
30Z119,PKC,Q,District 30 Pre-K Center at 27-35 Jackson Avenue,,718-391-4660,27-35 Jackson Avenue,11101,1,180,,,1000862,211785,30Q389@schools.nyc.gov,https://district30prekcenters.com,5,1,30Z119,info,8:20:00 AM,0,1,0,0,0,0,,
31R001,DOE,R,P.S. 1 Tottenville,,718-984-0960,58 Summit Street,10307,1,36,,,916394,124757,gsilber@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r001,2,3,31R001,info,8:10:00 AM,0,0,0,0,0,0,,
31R003,DOE,R,P.S. 3 The Margaret Gioiosa School,,718-984-1021,80 South Goff Avenue,10309,1,36,,,925407,129019,emyers@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r003,2,7,31R003,info,8:15:00 AM,1,1,0,0,0,0,,
31R004,DOE,R,P.S. 4 Maurice Wollin,,718-984-1197,200 Nedra Lane,10312,1,72,,,929927,140491,mcorso4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r004,2,3,31R004,info,8:15:00 AM,0,1,0,0,0,0,,
31R006,DOE,R,P.S. 6 Corporal Allan F. Kivlehan School,,718-697-3760,555 Page Avenue,10307,1,54,,,920131,125360,EWaters@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r006,2,3,31R006,info,,0,0,0,0,0,0,,
31R008,DOE,R,P.S. 8 Shirlee Solomon,,718-356-2800,112 Lindenwood Road,10308,1,18,,,941939,138820,LEsposi2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r008,2,3,31R008,info,9:00:00 AM,0,0,0,0,0,0,,
31R009,DOE,R,Naples Street Elementary School,,718-876-4610,1055 Targee Street,10304,1,36,,,958999,158749,cmazza2@schools.nyc.gov,https://www.ps9si.org,2,3,31R009,info,8:00:00 AM,0,1,0,0,0,0,,
31R011,DOE,R,P.S. 11 Thomas Dongan School,,718-979-1030,50 Jefferson Street,10304,1,36,,,957047,154511,jferrannini@schools.nyc.gov,https://PS11SI.org,3,3,31R011,info,8:10:00 AM,0,0,0,0,0,0,,
31R013,DOE,R,P.S. 13 M. L. Lindemeyer,,718-447-1462,191 Vermont Avenue,10305,1,18,,,965019,162646,PMartuc2@schools.nyc.gov,https://ps13si.org,2,7,31R013,info,8:10:00 AM,0,0,0,0,0,0,,
31R016,DOE,R,P.S. 16 John J. Driscoll,,718-447-0124,80 Monroe Avenue,10301,1,54,,,962221,172351,mramos8@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r016,2,3,31R016,info,8:20:00 AM,0,0,0,0,0,0,,
31R018,DOE,R,P.S. 18 John G. Whittier,,718-442-0216,221 Broadway,10310,1,54,,,951731,171264,RRodrig18@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r018,2,3,31R018,info,,0,0,0,0,0,0,,
31R019,DOE,R,P.S. 19 The Curtis School,,718-442-3860,780 Post Avenue,10310,1,36,,,948970,169185,lcartag2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r019,2,7,31R019,info,8:15:00 AM,0,0,109,0,0,0,,
31R022,DOE,R,P.S. 22 Graniteville,,718-442-2219,1860 Forest Avenue,10303,1,36,,,942320,167050,mdonath@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r022,3,7,31R022,info,8:15:00 AM,0,0,0,0,0,0,,
31R023,DOE,R,P.S. 23 Richmondtown,,718-351-1155,30 Natick Street,10306,1,36,,,947379,147315,PProsci@schools.nyc.gov,https://ps23r.org,5,9,31R023,info,8:00:00 AM,1,1,0,0,0,0,,
31R026,DOE,R,P.S. 26 The Carteret School,,718-698-1530,4108 Victory Boulevard,10314,1,18,,,931420,154880,lkump@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r026,2,3,31R026,info,8:15:00 AM,1,1,0,0,0,0,,
31R029,DOE,R,P.S. 29 Bardwell,,718-556-4400,1581 Victory Boulevard,10314,1,18,,,951976,162938,lmanfredi@schools.nyc.gov,https://Ps29bengals.net,2,3,31R029,info,8:00:00 AM,0,0,0,0,0,0,,
31R030,DOE,R,P.S. 30 Westerleigh,,718-442-0462,200 Wardwell Avenue,10314,1,18,,,947331,164417,aihne@schools.nyc.gov,https://ps30.org,3,3,31R030,info,8:00:00 AM,1,0,0,0,0,0,,
31R031,DOE,R,P.S. 31 William T. Davis,,718-273-3500,55 Layton Avenue,10301,1,36,,,960545,173121,dsingleton2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r031,2,7,31R031,info,8:15:00 AM,0,0,0,0,0,0,,
31R032,DOE,R,P.S. 32 The Gifford School,,718-984-1688,232 Barlow Avenue,10308,1,54,,,941122,142722,NSpataroBellocch@schools.nyc.gov,https://ps32statenisland.com,2,3,31R032,info,8:00:00 AM,0,1,0,0,0,0,,
31R036,DOE,R,P.S. 36 J. C. Drumgoole,,718-984-1422,255 Ionia Avenue,10312,1,90,,,933540,137305,bbellaf@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r036,2,3,31R036,info,8:20:00 AM,1,1,0,0,0,0,,
31R038,DOE,R,P.S. 38 George Cromwell,,718-351-1225,421 Lincoln Avenue,10306,1,36,,,956627,148713,mchow2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r038,2,3,31R038,info,8:15:00 AM,0,0,0,0,0,0,,
31R041,DOE,R,The Stephanie A. Vierno School,,718-351-6777,216 Clawson Street,10306,1,36,,,953966,148375,jlogan7@schools.nyc.gov,https://ps41si.org,3,3,31R041,info,8:15:00 AM,1,0,0,0,0,0,,
31R042,DOE,R,P.S. 42 Eltingville,,718-984-3800,380 Genesee Avenue,10312,1,54,,,937134,140519,bsharke@schools.nyc.gov,https://ps42.org,2,3,31R042,info,,0,0,0,0,0,0,,
31R044,DOE,R,P.S. 44 Thomas C. Brown,,718-442-0433,80 Maple Parkway,10303,1,90,,,940714,169414,JMiller25@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r044,2,3,31R044,info,8:15:00 AM,0,0,109,0,0,0,,
31R045,DOE,R,P.S. 45 John Tyler,,718-442-6123,58 Lawrence Avenue,10310,1,36,,,954439,168242,ssims7@schools.nyc.gov,https://ps45r.weebly.com,3,3,31R045,info,8:20:00 AM,0,0,0,0,0,0,,
31R046,DOE,R,P.S. 46 Albert V. Maniscalco,,718-987-5155,41 Reid Avenue,10305,1,18,,,961867,155715,amaffeo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r046,2,3,31R046,info,8:00:00 AM,0,0,0,0,0,0,,
31R048,DOE,R,P.S. 48 William G. Wilcox,,718-447-8323,1050 Targee Street,10304,1,18,,,959003,158808,AOdonne@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r048,2,3,31R048,info,8:00:00 AM,0,0,0,0,0,0,,
31R050,DOE,R,P.S. 50 Frank Hankinson,,718-987-0396,200 Adelaide Avenue,10306,1,36,,,949548,143884,cwatt2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r050,2,3,31R050,info,8:15:00 AM,0,0,0,0,0,0,,
31R052,DOE,R,P.S. 52 John C. Thompson,,718-351-5454,450 Buel Avenue,10305,1,72,,,959604,151523,jmccord@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r052,2,3,31R052,info,8:00:00 AM,0,0,0,0,0,0,,
31R053,DOE,R,P.S. 53 The Barbara Esselborn School,<b>Note:</b>Prioritizes Coast Guard families stationed at Fort Wadsworth,718-987-8020,330 Durant Avenue,10308,1,84,,,946179,140518,balbano@schools.nyc.gov,https://ps53r.org,2,3,31R053,info,8:00:00 AM,1,1,0,0,0,0,,
31R054,DOE,R,P.S. 54 Charles W. Leng,,718-698-0600,1060 Willowbrook Road,10314,1,72,,,946017,158979,KCatanz@schools.nyc.gov,https://ps54ladybugs.org,2,3,31R054,info,8:00:00 AM,0,1,0,0,0,0,,
31R055,DOE,R,P.S. 55 Henry M. Boehm,,718-697-5200,54 Osborne Street,10312,1,36,,,938779,134762,SFishma4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r055,5,9,31R055,info,8:00:00 AM,0,0,0,0,0,0,,
31R056,DOE,R,P.S. 56 The Louis Desario School,,718-605-1189,250 Kramer Avenue,10309,1,72,,,924769,136810,pcarollo@schools.nyc.gov,https://ps56r.org,2,7,31R056,info,8:10:00 AM,1,0,0,0,0,0,,
31R057,DOE,R,P.S. 57 Hubert H. Humphrey,,718-447-1191,140 Palma Drive,10304,1,84,,,961094,161971,klindpo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r057,2,3,31R057,info,8:15:00 AM,0,0,0,0,0,0,,
31R058,DOE,R,Space Shuttle Columbia School,,718-761-2155,77 Marsh Avenue,10314,1,54,,,939621,151816,mlamort@schools.nyc.gov,https://sscolumbia58si.org,2,9,31R058,info,8:00:00 AM,0,1,0,0,0,0,,
31R059,DOE,R,The Harbor View School,,718-390-2190,300 Richmond Terrace,10301,1,54,,,961097,175203,CMongie@schools.nyc.gov,https://theharborviewschool.org,3,3,31R059,info,8:00:00 AM,0,1,0,0,0,0,,
31R060,DOE,R,P.S. 60 Alice Austen,,718-761-3325,55 Merrill Avenue,10314,1,36,,,939247,161684,DBonanno@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r060,2,3,31R060,info,8:00:00 AM,0,0,0,0,0,0,,
31R062,DOE,R,The Kathleen Grimm School for Leadership and Sustainability,,718-668-8640,644 Bloomingdale Road,10309,1,18,,,923599,136615,31r062@schools.nyc.gov,https://ps62si.org,2,9,31R062,info,8:00:00 AM,0,0,0,0,0,0,,
31R065,DOE,R,P.S. 65 The Academy of Innovative Learning,,718-981-5034,98 Grant Street,10301,1,36,,,962491,170181,CReilly8@schools.nyc.gov,https://ps65r.org,2,3,31R065,info,8:15:00 AM,1,0,0,0,0,0,,
31R068,DOE,R,Port Richmond School for Visionary Learning,,718-816-3377,1625 Forest Avenue,10302,1,36,,,944757,167039,LBrown14@schools.nyc.gov,https://www.ps68.org,5,9,31R068,info,,0,0,0,0,0,0,,
31R069,DOE,R,P.S. 69 Daniel D. Tompkins,,718-698-6661,144 Keating Place,10314,1,18,,,940576,154792,MYzaguirre@schools.nyc.gov,https://ps69.org,2,3,31R069,info,8:00:00 AM,1,1,0,0,0,0,,
31R078,DOE,R,P.S. 78,,718-442-3094,100 Tompkins Avenue,10304,1,36,,,962270,165980,LBrusch@schools.nyc.gov; jcontento@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r078,2,3,31R078,info,8:20:00 AM,0,0,0,0,0,0,,
31R080,DOE,R,The Michael J. Petrides School,,718-815-0186,715 Ocean Terrace,10301,1,36,,,955015,160989,jbuckhe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r080,2,3,31R080,info,8:00:00 AM,1,0,0,0,0,0,,
31R861,DOE,R,Staten Island School of Civic Leadership,,718-697-5250,280 Regis Drive,10314,1,18,,,938504,165375,lbernstein9@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r861,2,3,31R861,info,8:05:00 AM,0,0,0,0,0,0,,
31RAAA,NYCEEC,R,Academy of Saint Dorothy,,718-351-0939,1305 Hylan Boulevard,10305,3,18,,,960125,156718,srsharon@academyofstdorothy.org,https://academyofstdorothy.org,8,7,31RAAA,info,9:00:00 AM,1,1,0,0,0,0,,
31RAAH,NYCEEC,R,Community Resources Preschool,,718-351-6416,3651 Richmond Road,10306,1,26,,,944496,147906,j.hansen@cr-si.org,https://crpreschool.org,7,7,31RAAH,info,8:20:00 AM,1,1,0,0,0,0,,
31RAAN,NYCEEC,R,Gateway Academy UPK,,718-966-8695,200 Boscombe Avenue,10309,1,40,,,920256,130486,mswartout@gatewayacademyny.org,https://gatewayacademyny.org/admissions/universal-pre-k,7,3,31RAAN,info,8:25:00 AM,1,1,0,0,0,0,,
31RABA,NYCEEC,R,Our Lady Help of Christians,,718-984-1360,23 Summit Street,10307,1,40,,,916683,124975,si305@adnyeducation.org,https://olhcschoolsi.org,7,3,31RABA,info,8:15:00 AM,1,1,0,0,0,0,,
31RABC,NYCEEC,R,Our Lady of Mount Carmel St. Benedicta,,718-981-5131,285 Clove Road,10310,1,20,,,949450,169902,si306@adnyeducation.org,https://olmcsb.org,3,3,31RABC,info,8:00:00 AM,0,1,0,0,0,0,,
31RABD,NYCEEC,R,Our Lady Queen of Peace School,,718-351-0370,22 Steele Avenue,10306,1,20,,,951537,149149,margaret.annunziata@archny.org,https://olqpsi.com,2,3,31RABD,info,8:00:00 AM,1,1,0,0,0,0,,
31RABJ,NYCEEC,R,Sacred Heart School,,718-442-0347,301 North Burgher Avenue,10310,1,54,,,952594,170134,rdan@sacredheartschoolsi.org,https://sacredheartschoolsi.org,7,3,31RABJ,info,8:15:00 AM,1,1,0,0,0,0,,
31RABL,NYCEEC,R,St. Ann School,,718-351-4343,125 Cromwell Avenue,10304,1,40,,,957287,154579,bernadette.ficchi@archny.org,https://stannschoolstatenisland.com,7,3,31RABL,info,8:10:00 AM,1,1,0,0,0,0,,
31RABM,NYCEEC,R,Saint Charles School,,718-987-0200,200 Penn Avenue,10306,1,60,,,951491,144636,StCharlesUPK@gmail.com,https://saintcharlesschoolsi.org,7,3,31RABM,info,8:10:00 AM,1,1,0,0,0,0,,
31RABN,NYCEEC,R,Saint Christopher School,,718-351-0902,15 Lisbon Place,10306,1,60,,,954083,151298,Catherine.Falabella@archny.org,https://stchristophersi.com,7,3,31RABN,info,8:15:00 AM,1,1,0,0,0,0,,
31RABP,NYCEEC,R,Saint John's Ev Preschool,,718-761-1858,663 Manor Road,10314,1,36,,,950541,161851,tsokolprek@gmail.com,https://stjohnslutheransi.org,7,7,31RABP,info,8:45:00 AM,1,1,0,0,0,0,,
31RABZ,NYCEEC,R,St. Patrick's,,718-979-8815,3560 Richmond Road,10306,1,40,,,945580,147858,vincent.sadowski@archnyc.org,https://stpatricks.org,7,3,31RABZ,info,8:50:00 AM,1,1,0,0,0,0,,
31RACC,NYCEEC,R,Saint Peter - Saint Paul School,,718-447-1796,129 Clinton Avenue,10301,1,60,,,957124,172947,jolivera@stpeterstpaulschoolsi.org,https://stpeterstpaulschoolsi.org,2,3,31RACC,info,8:00:00 AM,1,1,0,0,0,0,,
31RACE,NYCEEC,R,St. Rita School,,718-761-2504,30 Wellbrook Avenue,10314,1,36,,,947871,159613,nicole.fresca@archny.org,https://stritaschoolsi.org,7,3,31RACE,info,8:00:00 AM,1,1,0,0,0,0,,
31RACH,NYCEEC,R,St. Teresa of the Infant Jesus,,718-448-9650,1632 Victory Boulevard,10314,1,40,,,951680,162699,anna.simione@archny.org,https://stteresaschoolsi.org,3,3,31RACH,info,8:00:00 AM,1,1,0,0,0,0,,
31RACS,NYCEEC,R,Children's Aid Society Richmond Early Learning Center,,917-426-0300,159 Broadway,10310,1,76,,73,951709,171544,gvignola@childrensaidsociety.org,https://childrensaidsociety.org,3,3,31RACS,info,8:10:00 AM,0,0,0,0,0,1,,
31RACT,NYCEEC,R,Staten Island Mental Health Society III,,718-816-5168,10 Kingsley Place,10301,1,54,,64,959544,170967,cgthevenot@simhs.org,https://simhs.org,3,3,31RACT,info,9:00:00 AM,1,0,209,1,0,1,,
31RACX,NYCEEC,R,Jewish Community Center Of Staten Island,,718-475-5286,485 Victory Boulevard,10301,1,54,,,959591,169066,dgallis@sijcc.com,https://sijcc.org,7,3,31RACX,info,9:00:00 AM,1,1,0,0,0,0,,
31RADB,NYCEEC,R,Little LAMB Preschool,,718-448-7774,2 Gridley avenue,10303,3,16,,,939884,169290,llpreschl@aol.com,,6,9,31RADB,info,9:30:00 AM,0,0,0,0,0,0,,
31RADK,NYCEEC,R,Bumble Bees R Us,,718-494-4448,2734 Victory Boulevard,10314,1,18,,,941848,161075,Debra@Bumblebeesrus.com,https://bumblebeesrus.com,3,7,31RADK,info,9:00:00 AM,0,1,0,0,0,0,,
31RADN,NYCEEC,R,FOCH,,718-556-0181,195 Gordon Street,10304,1,20,,36,961424,166260,ggordon@foch.biz,https://fochdaycare.org,2,3,31RADN,info,8:00:00 AM,0,1,0,0,0,1,,
31RADP,NYCEEC,R,Castleton Hill Moravian Preschool,,718-442-5350,1657 Victory Boulevard,10314,3,36,,,951161,162865,mtobia@castletonhillpreschool.com,https://castletonhillpreschool.com,8,3,31RADP,info,8:30:00 AM,0,0,0,0,0,0,,
31RADW,NYCEEC,R,Staten Island Preschool,,718-667-9235,145 Ross Avenue,10306,1,18,,,951485,147754,casips@aol.com,,7,3,31RADW,info,8:00:00 AM,1,1,0,0,0,0,,
31RAEH,NYCEEC,R,Jewish Community Center Of Staten Island,,718-948-0122,3854 Hylan Boulevard,10308,1,18,,,944593,137912,dgallis@sijcc.com,https://sijcc.org,7,7,31RAEH,info,9:00:00 AM,0,1,0,0,0,0,,
31RAEL,NYCEEC,R,"Smiles Around Us II, Inc.",,718-390-0070,351 Sand Lane,10305,1,36,,,965463,154813,administration@southfieldinstitute.com,https://smilesarounduspka.com,3,3,31RAEL,info,8:00:00 AM,1,1,0,0,0,0,,
31RAEW,NYCEEC,R,"4 Angels Day Care, Inc.",,718-876-6498,245 Simonson Avenue,10303,1,13,,,942018,169003,my4angelsdaycareinc@msn.com,https://www.4angelsdaycareinc.com,2,9,31RAEW,info,8:15:00 AM,1,1,0,0,0,0,,
31RAEX,NYCEEC,R,Holy Rosary School,,718-447-6209,100 Jerome Avenue,10305,1,90,,,963114,156273,efracchiolla@holyrosaryschoolsi.org,https://holyrosaryschoolsi.org,2,3,31RAEX,info,8:10:00 AM,1,1,0,0,0,0,,
31RAEY,NYCEEC,R,Saint Adalbert's School,,718-442-2020,355 Morningstar Road,10303,1,40,,,943439,168670,jbadillo.upk@aol.com,https://stadalbertschool.com,2,3,31RAEY,info,8:00:00 AM,1,1,0,0,0,0,,
31RAFF,NYCEEC,R,Big Birds Playhouse Corp.,<b>Note:</b> Students who have a home language other than English will have priority after all current students are admitted. ,718-982-0550,1859 Richmond Avenue,10314,1,72,,,939029,158816,dinamarie812@aol.com,https://bigbirdsplayhouse.com,7,7,31RAFF,info,8:00:00 AM,1,1,200,0,0,0,,
31RAFG,NYCEEC,R,FRIENDS Preschool,,718-984-5194,610 Bloomingdale Road,10309,1,14,,,923662,136212,friendspreschool@verizon.net,https://friendspreschool.com,7,3,31RAFG,info,8:30:00 AM,1,1,0,0,0,0,,
31RAFJ,NYCEEC,R,Child Study Center of New York,,718-442-8588,285 Clove Road,10310,1,29,,,949445,169948,oledgister@cscofny.org,https://cscofny.org,3,3,31RAFJ,info,8:30:00 AM,0,0,209,1,0,0,,
31RAFK,NYCEEC,R,Children's Harbor Montessori School,,718-442-6112,1000 Richmond Terrace,10301,3,27,,,955191,174203,childharborms@aol.com,https://childrensharbormontessori.com,8,7,31RAFK,info,9:00:00 AM,1,1,0,0,0,0,,
31RAFN,NYCEEC,R,"High Hopes of Staten Island, Inc.",,718-317-8143,1298 Woodrow Rad,10309,1,20,,,926370,136598,admin@highhopeschildcare.com,https://highhopeschildcare.com,5,7,31RAFN,info,8:00:00 AM,1,1,0,0,0,0,,
31RAFO,NYCEEC,R,Jewish Community Center Of Staten Island,,718-475-5230,1466 Manor Road,10314,1,44,,,949163,155993,jsmith@sijcc.com,https://sijcc.org,7,3,31RAFO,info,9:00:00 AM,1,1,0,0,0,0,,
31RAFP,NYCEEC,R,Jewish Community Center Of Staten Island,,718-475-5224,1297 Arthur Kill Road,10312,1,62,,,933255,145404,sprasenski@sijcc.com,https://sijcc.org,7,3,31RAFP,info,9:00:00 AM,1,1,0,0,0,0,,
31RAFS,NYCEEC,R,Mission of the Immaculate Virgin,,718-317-2849,6581 Hylan Boulevard,10309,1,33,,,922449,124996,atommaso@gmail.com,https://mountloretto.org,7,3,31RAFS,info,8:30:00 AM,1,1,0,1,0,0,,
31RAFU,NYCEEC,R,Stepping Stones Preschool,,718-948-4878,5394 Amboy Road,10312,1,80,,,931566,133453,rainbowdaycarecenter@me.com,https://rainbowdaycarecenter.org,3,3,31RAFU,info,8:40:00 AM,1,1,0,0,0,0,,
31RAFV,NYCEEC,R,Small World Preschool,,718-356-7795,144 Bloomingdale Road,10309,1,54,,,924006,131587,kdsrmybiz@aol.com,https://smallworldpreschoolny.com,7,7,31RAFV,info,8:15:00 AM,1,1,0,0,0,0,,
31RAFW,NYCEEC,R,South Shore Toddler Academy,,718-356-3563,11 Sampson Avenue,10308,1,36,,,942688,140612,sicsprek@aol.com,https://http://www.sstaprek.com/,7,7,31RAFW,info,8:30:00 AM,1,1,0,0,0,0,,
31RAFZ,NYCEEC,R,The College of Staten Island - The Children's Center,,718-982-3190,2800 Victory Boulevard,10314,1,20,,,941705,160839,margaret.rooney@csi.cuny.edu,https://csi.cuny.edu/childcare,2,3,31RAFZ,info,8:30:00 AM,0,0,0,0,0,0,,
31RAGA,NYCEEC,R,Wonder Years Preschool,,718-987-7596,381 Seaver Avenue,10305,1,49,,,958599,151075,vfwonderyears@aol.com,https://wonderyearspreschoolsi.com,7,7,31RAGA,info,8:45:00 AM,1,1,0,0,0,0,,
31RAGC,NYCEEC,R,Yeled V'Yalda Silver Lake I Head Start,,718-815-4488,10 Gregg Place,10301,1,36,,,956626,169491,cdeflorio@yeled.org,https://yeled.org,3,3,31RAGC,info,9:00:00 AM,0,0,209,0,0,0,,
31RAGD,NYCEEC,R,Yeled V'Yalda / Silver Lake Head Start II,,718-720-0090,20 Park Hill Circle,10304,1,76,,,962609,163785,jsimmons@yeled.org,https://yeled.org,3,3,31RAGD,info,8:30:00 AM,1,1,0,0,0,0,,
31RAGF,NYCEEC,R,SI YMCA Nursery - North,,718-981-4933,651 Broadway,10310,1,36,,,952576,167108,asicuranza@ymcanyc.org,https://ymcanyc.org,7,3,31RAGF,info,8:20:00 AM,1,1,0,0,0,0,,
31RAGG,NYCEEC,R,SI YMCA Nursery - South,,718-227-3200,3939 Richmond Avenue,10312,1,72,,,938945,136981,bschiuma@ymcanyc.org,https://ymcanyc.org,7,3,31RAGG,info,8:45:00 AM,1,1,0,0,0,0,,
31RAGH,NYCEEC,R,Richmond Hill Children's Center,,718-494-7422,501 Richmond Hill Road,10314,1,51,,,941737,151066,rhcc@verizon.net,https://rhccny.com,5,7,31RAGH,info,8:45:00 AM,1,1,0,0,0,0,,
31RAGJ,NYCEEC,R,Staten Island Mental Health Society Head Start,,718-494-0400,166 Lockman Avenue,10303,1,33,,27,939248,169988,mvelazquez@simhs.org,https://simhs.org,3,3,31RAGJ,info,8:50:00 AM,1,0,209,0,0,1,,
