x,y,type,name,address,borough,zip,phone
1010834,239321,NYCEEC,Gwendolyn Bland Dc,749 East 163rd St,X,10456,718-991-1050
1009073,244994,NYCEEC,Help II,285 East 171st St,X,10457,718-498-4002
1004909,241051,NYCEEC,Highbridge Advisory Council Head Start,880 Riv Ave,X,10452,718-992-1321
1009205,248531,NYCEEC,Walton ( Center #5 ),1871 Walton Ave,X,10453,718-542-1161
1006301,247653,NYCEEC,South Bronx Head Start II,141 Featherbed Ln,X,10452,718-292-7250
1006701,242570,NYCEEC,Bronxworks,1130 Grand Concourse,X,10456,718-508-3054
1012697,247994,NYCEEC,Sharon Baptist - Center IV,1925 Bathgate Ave,X,10457,718-466-1604
1010252,253344,NYCEEC,St. Nicholas Of Tolentine Head Start,2331 University Ave,X,10468,718-364-7608
1013286,261771,NYCEEC,Brenda's Playschool,3930 Bailey Ave,X,10463,718-796-5048
1011806,269258,NYCEEC,Riverdale Montessori School,5705 Mosholu Ave,X,10471,718-543-4884
1009996,258430,NYCEEC,Marble Hill Nursery School,5470 Broadway,X,10463,718-562-7055
1017452,260836,NYCEEC,Mosholu Montefiore Community Center - Northside Annex,3512 Dekalb Ave,X,10467,718-405-0020
1010824,268413,NYCEEC,"Riverdale Neighborhood House, Inc.",5521 Mosholu Ave,X,10471,718-549-8100
1008351,264156,NYCEEC,Riverdale Temple Nursery School,4545 Independence Ave,X,10471,718-796-0335
1009812,259691,NYCEEC,Spuyten Duyvil Preschool,3041 Kingsbridge Ave,X,10463,718-549-1525
1010129,253401,NYCEEC,St. Dominics Torch,2340 Andrews Ave,X,10468,718-365-7238
1012506,253623,NYCEEC,1199 Future Of America Learning Center,2500 Creston Ave,X,10468,718-562-2915
1021784,252051,NYCEEC,Bronx House 2,2222 Wallace Ave,X,10467,718-792-1800
1023021,263428,NYCEEC,North Bronx Ncnw CDC,4035 White Plns Rd,X,10466,718-231-7100
1024391,261850,NYCEEC,United Educare Preschool,3950 Bronxwood Ave,X,10466,718-882-4706
1027010,262121,NYCEEC,Susan Wagner Day Care,1140 East 229th St,X,10466,718-547-1735
1014345,244075,NYCEEC,Tremont Crotona,1600 Crotona Park East,X,10460,718-378-5600
1024860,265557,NYCEEC,Corry Academy,4321 Barnes Ave,X,10466,718-994-4650
1021233,258503,NYCEEC,Susan Wagner Victory,3440 White Plns Rd,X,10467,718-655-5500
1004188,237336,NYCEEC,"HCC Children's Center, Inc.",475 Grand Concourse,X,10451,718-518-4209
1012610,247677,NYCEEC,Bronx ELC,1887 Bathgate Ave,X,10457,718-466-3915
1026113,237777,NYCEEC,Leake And Watts Head Start,2165 Randall Ave,X,10473,718-904-1689
1025506,245112,NYCEEC,Santa Maria School,1651 Zerega Ave,X,10462,718-863-5047
1011807,236731,NYCEEC,Trabajamos Community Head Start,940 East 156th St,X,10455,718-893-2865
1016172,249507,NYCEEC,Trabajamos Community Head Start,2260 Crotona Ave,X,10457,718-933-5560
1030787,256520,NYCEEC,Learning Ladder DCC,"100 Aldrich St, Bldg 15a",X,10475,718-618-0782
1010105,241705,NYCEEC,3467 Ready Set Learn,3467 Third Ave,X,10456,718-665-1234
1013339,247756,NYCEEC,Bronx DCC Inc.,559 East Tremont Ave,X,10457,718-240-9300
1012155,250830,NYCEEC,St. Dominics Torch,2195 Valentine Ave,X,10457,347-270-9219
1022548,236873,NYCEEC,Seabury CCC,575 Soundview Ave,X,10473,718-991-1500
1010162,253394,NYCEEC,Tolentine Zeiser Community Life Center,2340 Andrews Ave,X,10468,718-933-6935
1010085,253313,NYCEEC,Lion Of Judah Christian Academy ( Lojca ),2336 Andrews Ave,X,10468,718-772-3238
1020897,237399,NYCEEC,Ciditty Kiddie Pre - K,1700 Seward Ave,X,10473,718-924-5758
1008603,250307,NYCEEC,Holy Spirit Head Start,1960 University Ave,X,10453,718-402-0081
1042492,250627,NYCEEC,Holy Rosary Early Childhood At St. Mary Star Of The Sea,580 Minnieford Ave,X,10464,718-652-1838
1007708,251676,NYCEEC,Bronx Community College ECC,2010 Sedgwick,X,10468,718-289-5461
1023859,249455,NYCEEC,St. Clare Of Assisi Early Childhood Academy,1925 Hone Ave,X,10461,718-892-4080
1010413,236667,NYCEEC,St. Anselm School,685 Tinton Ave,X,10455,718-993-9464
1020885,255652,NYCEEC,Brightside Academy - White Plains #1,2901 White Plns Rd,X,10467,718-653-3714
1006112,248011,NYCEEC,Bronxworks,1472 Montgomery Ave,X,10453,646-393-4000
1013728,242459,NYCEEC,Little Scholars Early Development Center,850 Jennings St,X,10459,718-887-2928
1026635,256646,NYCEEC,"Unity Neighborhood Center, Inc.",1339 E Gun Hl Rd,X,10469,718-994-8400
1015525,244655,NYCEEC,Brightside Academy - Southern 2,1778 Southern Blvd,X,10460,718-589-5900
1017589,256795,NYCEEC,Monsignor Boyle Head Start,3044 Hull Ave,X,10467,718-402-0081
1022416,253151,NYCEEC,St. Lucy Early Childhood Academy,2401 Bronxwood Ave,X,10469,718-882-2203
1007579,240281,NYCEEC,Fabiana Day Cay Academy Universal Pre K,937 Teller Ave,X,10451,718-588-4545
1010033,258463,NYCEEC,Reach One To Teach One,5480 Broadway,X,10463,718-220-8406
1021081,257366,NYCEEC,"All Seasons A & C Day Care, LLC",700 Rosewood St,X,10467,718-231-7200
1008405,248418,NYCEEC,Little Scholars Early Development Center,1770 Davidson Ave,X,10453,718-887-2928
1006715,233209,NYCEEC,Tender Tot's East 137th Street,531 East 137th St,X,10454,732-987-5252
1006054,248879,NYCEEC,Promesa Head Start,1650 Undercliff Ave,X,10453,212-410-7707
1009045,233984,NYCEEC,A House On Beekman Preschool,390 Jackson Ave,X,10454,972-841-8120
1023916,249355,NYCEEC,St. Clare Of Assisi Early Childhood Academy,1925 Hone Ave,X,10461,718-892-4080
983570,167431,DOE,Pre - K Center At 1258 65th Street,1258 65th St,K,11219,718-234-4519
989239,169329,DOE,Pre - K Center At 1668 46th Street,1668 46th St,K,11204,212-637-8000
979937,196397,DOE,Pre - K Center At 2 - 26 Washington St.,2 - 26 Washington St,M,10004,212-637-8000
1042225,196805,DOE,Pre - K Center At 168 - 42 Jamaica Avenue,168 - 42 Jamaica Ave,Q,11432,212-637-8000
1034164,195085,DOE,Pre - K Center At 132 - 10 Jamaica Avenue,132 - 10 Jamaica Ave,Q,11418,212-637-8000
1019209,219164,DOE,Pre - K Center At 96 - 10 23rd Avenue,96 - 10 23rd Ave,Q,11369,212-637-8000
1016453,194886,DOE,Pre - K Center At 68 - 20 Myrtle Avenue,68 - 20 Myrtle Ave,Q,11385,212-637-8000
944667,167010,DOE,Pre - K Center At 1625 Forest Avenue,1625 Frst Ave,R,10302,212-637-8000
962771,173642,DOE,Pre - K Center At 120 Stuyvesant Place,120 Stuyvesant Pl,R,10301,212-637-8000
1010311,235124,DOE,Pre - K Center At 535 Union Avenue,535 Un Ave,X,10455,212-637-8000
985452,216762,DOE,Pre - K Center At P.S. 051 Elias Howe,525 West 44 St,M,10036,212-637-8000
983653,197502,DOE,Pre - K Center At P.S. 343 The Peck Slip School,1 Peck Slip,M,10038,212-637-8000
1021544,246676,DOE,Pre - K Center At 1684 White Plains Road,1684 White Plns Rd,X,10462,212-637-8000
981861,176320,DOE,Pre - K Center At P.S. 516 Sunset Park Avenues ES,4222 4th Ave,K,11232,212-637-8000
987635,183726,DOE,Pre - K Center At P.S. 118 The Maurice Sendak School,211 8th St,K,11215,212-637-8000
1019851,198603,DOE,Pre - K Center At P.S. 087 Middle Village,67 - 54 80 St,Q,11379,212-637-8000
1042285,192115,DOE,Pre - K Center At P.S. 040 Samuel Huntington,109 - 20 Un Hall St,Q,11433,212-637-8000
1008066,216884,DOE,Pre - K Center At P.S. 070 Queens,30 - 45 42 St,Q,11103,212-637-8000
1019717,216831,DOE,Pre - K Center At P.S. 329 East Elmhurst Community School,26 - 25 97th St,Q,11369,212-637-8000
999074,164551,DOE,Pre - K Center At 1340 East 29th Street,1340 East 29th St,K,11232,212-637-8000
982673,199218,DOE,Pre - K Center At 52 Chambers Street,52 Chambers St,M,10007,212-637-8000
981193,163156,DOE,Pre - K Center At 1355 84th Street,1355 84th St,K,11228,718-621-8510
977144,165850,DOE,Pre - K Center At 8501 5th Avenue,8501 5th Ave,K,11209,718-439-2960
978001,174150,DOE,Pre - K Center At 140 58th Street,140 58th St,K,11220,718-439-2200
984606,180147,DOE,Pre - K Center At 173 - 177 25th Street,173 - 177 25th St,K,11232,718-686-2282
1016352,195636,DOE,Pre - K Center At P.S. 091 Richard Arkwright,68 - 10 Central Ave,Q,11385,212-637-8000
1005977,207767,DOE,Pre - K Center At 50 - 15 44th Street,50 - 15 44th St,Q,11104,212-637-8000
1042504,185076,DOE,Pre - K Center At P.S. 223 Lyndon B Johnson,125 - 20 Sutphin Blvd,Q,11434,212-637-8000
1013841,253070,NYCEEC,Pre - K Center At 2512 Marion Avenue,2512 Marion Ave,X,10458,917-473-7623
