loccode,x,y,prek_type,name,address,borough,zip,phone
MAUY,982184,198044,NYCEEC,Hamilton Madison House Earlylearn Center 6,129 Fulton St,M,10038,212-962-3408
MAUZ,994554,231443,NYCEEC,Bloomingdale Family Program 1,125 West 109th St,M,10025,212-663-4067
MAVA,994059,231104,NYCEEC,Bloomingdale Family Program 2,171 West 107th St,M,10025,212-663-4067
MAVB,994915,231007,NYCEEC,Bloomingdale Family Program III,987 Columbus Ave,M,10025,212-663-4067
MAVG,998665,231609,NYCEEC,Harlem Gems @ P.S. 149,41 West 117th St,M,10026,212-876-0633
MAVK,994301,229836,NYCEEC,Children's Aid Society Frederick Douglass Ecp,885 Columbus Ave,M,10025,212-865-6337
MAVM,997234,232224,NYCEEC,Citizens Care DCC 1,131 Saint Nicholas Ave,M,10026,212-666-1683
MAVN,993659,229287,NYCEEC,Open Door CCC,820 Columbus Ave,M,10025,212-749-5572
MAVO,998571,231514,NYCEEC,Harlem Children's Zone Head Start,60 West 117th St,M,10026,212-369-3577
MAVQ,987913,221443,NYCEEC,Mabel Barrett Fitzgerald DCC,243 West 64th St,M,10023,212-874-0860
MAVR,998516,230204,NYCEEC,East Calvary DCC,1 West 112th St,M,10026,212-534-5249
MAVS,997614,228199,NYCEEC,"Boys & Girls Harbor, Inc.",1 East 104th St,M,10029,212-427-2244
MAVX,1000287,227699,NYCEEC,Franklin Plaza,2081 Second Ave,M,10029,212-828-6413
MAVY,999828,226237,NYCEEC,Metro North Childcare Center,304 East 102nd St,M,10029,212-828-6413
MAWA,998948,225543,NYCEEC,Union Washington CCC,1893 2nd Ave,M,10029,212-828-6089
MAWD,1000093,225928,NYCEEC,Addie Mae Collins 2,345 East 101st St,M,10029,212-831-7373
MAWG,1002503,229000,NYCEEC,East Harlem Chs Bilingual Head Start Program,440 East 116th St,M,10029,212-427-9010
MAWH,998789,229562,NYCEEC,East Harlem Chs Bilingual Head Start - 111th,30 East 111th St,M,10029,212-860-7201
MAWI,1000964,228364,NYCEEC,Northside Center Day School,302 - 306 East 111th St,M,10029,646-351-1300
MAWJ,999785,234608,NYCEEC,Harlem Gems North,381 Lenox Ave,M,10027,646-539-5898
MAWM,1001378,232832,NYCEEC,ABC / Echo Park ECDC,1841 Park Ave,M,10035,646-459-6032
MAWT,1001894,238415,NYCEEC,Seventh Avenue Center For Family Services,711 Lenox Ave,M,10039,212-862-0600
MAWW,996309,237962,NYCEEC,Urban Concepts / Round The Clock,3333 Broadway,M,10031,212-234-1870
MAWX,998625,235026,NYCEEC,Utopia Children's Center,236 West 129th St,M,10027,212-663-7376
MAWZ,996169,236889,NYCEEC,Citizens Care DCC 3,3240 Broadway,M,10027,212-690-0742
MAXC,1000508,238706,NYCEEC,ECDO Child Start Center,249 West 144th St,M,10030,212-234-8135
MAXF,1001838,233323,NYCEEC,Addie Mae Collins 1,110 East 129th St,M,10035,212-831-9220
MAXH,1003129,250109,NYCEEC,St. Elizabeth Pre Kindergarten,612 West 187th St,M,10033,212-568-7291
MAXJ,1003176,249962,NYCEEC,Ft. George Head Start Center # 1,1525 Saint Nicholas Ave,M,10033,212-795-9184
MAXM,999621,242578,NYCEEC,Northern Manhattan Head Start,529 West 155 St,M,10032,212-926-8264
MAXO,1000897,242906,NYCEEC,UFBCO,474 West 159th St,M,10032,212-281-1959
MAXP,1001974,248555,NYCEEC,St. Spyridon Parochial School,124 Wadsworth Ave,M,10033,212-795-6870
MAXS,1001577,247337,NYCEEC,Washington Heights DCC,610 - 614 West 175th St,M,10033,212-718-6910
MAXT,1005493,254805,NYCEEC,Nicholas Cardell DCC,84 Vermilyea Ave,M,10034,212-942-6757
MAXV,1002718,247257,NYCEEC,Dominican Women's Development Center,2346 Amsterdam Ave,M,10033,212-994-6060
MAXX,985616,201122,NYCEEC,Victoria Children's Group,230 Grand St 2nd Floor,M,10013,212-625-9228
MAXZ,989041,199494,NYCEEC,Henry Street Settlement Day Care,301 Henry St,M,10002,212-253-1595
MAYH,985826,215163,NYCEEC,Hudson Guild,410 West 40th St,M,10018,212-760-9830
MAYJ,999006,234441,NYCEEC,New York Center For Child Development,159 W 127th St,M,10027,212-752-7575
MAYL,998420,229977,NYCEEC,Sunshine Daycare East Harlem,1330 5th Ave,M,10026,212-444-1177
MAZB,986561,201569,NYCEEC,Evolution Enrichment Center,38 Delancey St,M,10002,212-375-9500
MAZI,994487,231479,NYCEEC,Cathedral Parkway Towers Preschool,125 West 109th St,M,10025,212-749-0291
MAZL,1001557,234624,NYCEEC,East Harlem Block Nursery 2,2112 Madison Ave,M,10037,212-234-3333
MAZN,992338,227020,NYCEEC,Goddard Riverside Day Care 1,114 West 91st St,M,10025,212-873-6865
MAZQ,1005720,252159,NYCEEC,Children's Aid Society's P.S. 5 Early Childhood Program,3703 Tenth Ave,M,10034,212-567-5787
MAZS,988675,200974,NYCEEC,"Educational Alliance, Inc. @ P.S. 142",100 Attorney St,M,10002,646-395-4218
MAZT,1001426,227330,NYCEEC,Dawning Village,2090 First Ave,M,10029,212-369-5313
MAZZ,1001825,245069,NYCEEC,Children's Aid Society At P.S. 8,465 West 167th St,M,10032,212-740-8655
MBAA,991302,203940,NYCEEC,St. Brigid Early Childhood Academy,185 Ave D,M,10009,347-903-8783
MBAG,988525,224085,NYCEEC,Milestones Uws,319 West 74 St,M,10023,917-273-0776
MBAJ,1000937,234910,NYCEEC,Abyssinian Development Corp. 3,25 West 132nd St,M,10037,212-690-2869
MBAU,986966,218169,NYCEEC,Sacred Heart Parochial,456 West 52nt Streetÿÿ,M,10019,212-246-4784
MBBE,997864,226383,NYCEEC,Lexington Children's Center,115 East 98th St,M,10029,212-410-1060
MBBG,999302,232580,NYCEEC,Community Life Center 2,15 Mt Morris Park West,M,10027,212-427-3000
MBBI,1001668,250354,NYCEEC,Manhattan ECC,554 Ft Washington Ave,M,10033,212-740-5157
MBBJ,1003145,249930,NYCEEC,Ft. George Child Center 1,601 W 186 St,M,10033,212-927-2210
MBCM,999822,233055,NYCEEC,Singleton Gems,23 West 124th St,M,10027,646-545-3935
MBFX,1000120,239056,NYCEEC,Urban Concepts / Round The Clock,300 W 145 St,M,10039,212-862-2273
MBGO,984638,208090,NYCEEC,Salvation Army New York Templecorp,132 West 14th St,M,10011,212-337-7468
MBGQ,981192,195283,NYCEEC,CCLC At 4 NY Plaza,4 Newyork Plz Suite 104,M,10004,212-513-7367
MBGR,994825,216537,NYCEEC,Renanim Manhattan,336 East 61st St,M,10065,212-371-7233
MBGS,988190,221100,NYCEEC,Hudson Guild,206 West 64th St,M,10023,212-760-9830
MBGT,991289,225207,NYCEEC,Finger Painted Hands,126 West 83rd St,M,10024,212-595-5200
MBGU,1000579,241793,NYCEEC,Sugar Hill Museum Preschool,400 W 155th St,M,10032,212-862-7155
MBHH,982687,202114,NYCEEC,Center Annex ( Tribeca ECC ),21 St John's Ln,M,10013,212-925-5641
MBHI,992730,229469,NYCEEC,My Little Language School,225 West 99th St,M,10025,646-389-7552
MBHM,979879,196574,NYCEEC,Child Care Partners NY West,20 West St,M,10004,212-797-1110
MBHV,1000043,240250,NYCEEC,Moreau LMSW Children & Family Services PC,764 St Nicholas Ave,M,10031,212-234-1036
MBIW,985093,204263,NYCEEC,University Settlement - Creative Steps,4 Washington Sq Vlg,M,10012,212-982-2273
MBJS,982942,200504,NYCEEC,NY Preschool Tribeca,88 Leonard St,M,10013,718-228-0800
MBJU,987605,221411,NYCEEC,UCP Of NYC Manhattan UPK,80 West End Ave,M,10023,212-686-6700
MBJV,986841,200508,NYCEEC,Victoria Children's Center,323 Grand St,M,10002,212-625-1828
MBKF,1001488,230967,NYCEEC,Sunshine Lc Of 3rd Ave,2205 Third Ave,M,10035,732-927-7080
MBKK,992315,228138,NYCEEC,River Park Nursery School,711 Amsterdam Ave,M,10025,212-663-1205
MBKR,990236,226090,NYCEEC,Play Together NYC Preschool,270 West 84th St Basement,M,10024,917-842-2779
MBKS,989544,202461,NYCEEC,Butterfly CCC,296 East 4th St,M,10009,347-238-9341
MBKU,988577,200191,NYCEEC,Cpc Little Star Of Broome Street,131 Broome St,M,10002,212-673-2680
Q015,1051614,189303,DOE,P.S. 015 Jackie Robinson,121 - 15 Lucas St,Q,11413,718-525-1670
Q017,1005622,219185,DOE,P.S. 017 Henry David Thoreau,28 - 37 29 St,Q,11102,718-278-1220
Q018,1058444,206065,DOE,P.S. 018 Winchester,86 - 35 235 Ct,Q,11427,718-464-4167
Q020,1032964,215709,DOE,P.S. 020 John Bowne,142 - 30 Barclay Ave,Q,11355,718-359-0321
Q021,1034491,221402,DOE,P.S. 021 Edward Hart,147 - 36 26 Ave,Q,11354,718-445-8833
Q022,1036600,216838,DOE,P.S. 022 Thomas Jefferson,153 - 33 Sanford Ave,Q,11355,718-762-4141
Q026,1045769,207725,DOE,P.S. 026 Rufus King,195 - 02 69 Ave,Q,11365,718-464-4505
Q028,1024571,211469,DOE,P.S. 28 - The Thomas Emanuel ECC,109 - 10 47 Ave,Q,11368,718-271-4971
Q029,1027687,222887,DOE,P.S. 029 Queens,125 - 10 23 Ave,Q,11356,718-886-5111
Q031,1048255,215371,DOE,P.S. 031 Bayside,211 - 45 46 Rd,Q,11361,718-423-8288
Q032,1041260,218069,DOE,P.S. 032 State Street,171 - 11 35 Ave,Q,11358,718-463-3747
Q034,1056962,198450,DOE,P.S. 034 John Harvard,104 - 12 Springfield Blvd,Q,11429,718-465-6818
Q035,1048277,199369,DOE,P.S. 035 Nathaniel Woodhull,191 - 02 90 Ave,Q,11423,718-465-6820
Q037,1051188,185690,DOE,Cynthia Jenkins School,179 - 37 137 Ave,Q,11434,718-528-5399
Q040,1042210,192244,DOE,P.S. 040 Samuel Huntington,109 - 20 Un Hall St,Q,11433,718-526-1906
Q042,1041193,155880,DOE,P.S. / M.S. 042 R Vernam,488 Bch 66 St,Q,11692,718-634-7914
Q043,1050510,155650,DOE,P.S. 043,160 Bch 29 St,Q,11691,718-327-5860
Q045,1042896,184207,DOE,P.S. 045 Clarence Witherspoon,126 - 28 150 St,Q,11436,718-529-1885
Q047,1034022,160276,DOE,P.S. 047 Chris Galas,9 Power Rd,Q,11693,718-634-7167
Q048,1040649,192209,DOE,P.S. 048 William Wordsworth,108 - 29 155 St,Q,11433,718-558-6700
Q050,1037795,192571,DOE,P.S. 050 Talfourd Lawn Elementary School,143 - 26 101 Ave,Q,11435,718-526-5336
Q051,1030911,193718,DOE,P.S. 051,87 - 45 117 St,Q,11418,718-850-0738
Q052,1048979,180298,DOE,P.S. 052 Queens,178 - 37 146 Ter,Q,11434,718-528-2238
Q055,1035193,192127,DOE,P.S. 055 Maure,131 - 10 97 Ave,Q,11419,718-849-3845
Q058,1014669,204798,DOE,P.S. 58 - School Of Heroes,72 - 24 Grand Ave,Q,11378,718-533-6712
Q060,1025072,191234,DOE,P.S. 060 Woodhaven,91 - 02 88 Ave,Q,11421,718-441-5046
Q062,1029774,190197,DOE,P S 62 - Chester Park School,97 - 25 108 St,Q,11419,718-286-4460
Q063,1026702,185874,DOE,P.S. 063 Old South,90 - 15 Sutter Ave,Q,11417,718-845-7560
Q066,1026894,193585,DOE,P.S. 066 Jacqueline Kennedy Onassis,85 - 11 102 St,Q,11418,718-849-0184
Q068,1012731,193171,DOE,P.S. 068 Cambridge,59 - 09 Saint Felix Ave,Q,11385,718-821-7246
Q069,1015130,212171,DOE,P.S. 069 Jackson Heights,77 - 02 37 Ave,Q,11372,718-424-7700
Q070,1008043,216842,DOE,P.S. 070 Queens,30 - 45 42 St,Q,11103,718-728-4646
Q071,1010585,198453,DOE,P.S. 071 Forest,62 - 85 Frst Ave,Q,11385,718-821-7772
Q076,1000500,216525,DOE,P.S. 076 William Hallet,36 - 36 10 St,Q,11106,718-361-7464
Q078,996037,210512,DOE,P.S. / I.S. 78q,48 - 09 Ctr Blvd,Q,11109,718-392-5402
Q079,1034692,225779,DOE,P.S. 079 Francis Lewis,147 - 27 15 Dr,Q,11357,718-746-0396
Q080,1048210,184631,DOE,P.S. 080 The Thurgood Marshall Magnet School,171 - 05 137th Ave,Q,11434,718-528-7070
Q081,1008644,195700,DOE,P.S. 81q Jean Paul Richter,559 Cypress Ave,Q,11385,718-821-9800
Q084,1010255,220246,DOE,P.S. 084 Steinway,22 - 45 41 St,Q,11105,718-278-1915
Q085,1007802,220927,DOE,P.S. 085 Judge Charles Vallone,23 - 70 31 St,Q,11105,718-278-3630
Q086,1038647,197715,DOE,P.S. Q086,87 - 41 Parsons Blvd,Q,11432,718-291-6264
Q087,1019861,198537,DOE,P.S. / I.S. 087 Middle Village,67 - 54 80 St,Q,11379,718-326-8243
Q088,1012959,195792,DOE,P.S. 088 Seneca,60 - 85 Catalpa Ave,Q,11385,718-821-8121
Q090,1028785,193155,DOE,P.S. 090 Horace Mann,86 - 50 109 St,Q,11418,718-847-3370
Q091,1016391,195645,DOE,P.S. 091 Richard Arkwright,68 - 10 Central Ave,Q,11385,718-821-6880
Q092,1020556,214742,DOE,P.S. 092 Harry T Stewart Sr.,99 - 01 34 Ave,Q,11368,718-533-1013
Q096,1037470,185366,DOE,P.S. 096,130 - 01 Rockaway Blvd,Q,11420,718-529-2547
Q097,1023094,192283,DOE,P.S. 097 Forest Park,85 - 52 85 St,Q,11421,718-849-4870
Q100,1033717,186944,DOE,P.S. 100 Glen Morris,111 - 11 118 St,Q,11420,718-843-8390
Q101,1027620,200033,DOE,P.S. 101 School In The Gardens,2 Russell Pl,Q,11375,718-268-7231
Q102,1018078,206436,DOE,P.S. 102 Bayview,55 - 24 Van Horn St,Q,11373,718-446-3308
Q104,1049501,160925,DOE,P.S. 104 The Bays Water,26 - 01 Mott Ave,Q,11691,718-327-1910
Q105,1044941,156370,DOE,P.S. 105 The Bay School,420 Bch 51 St,Q,11691,718-474-8615
Q106,1048951,155994,DOE,P.S. 106,180 Bch 35 St,Q,11691,718-327-5828
Q107,1039753,214680,DOE,P.S. 107 Thomas A Dooley,167 - 02 45 Ave,Q,11358,718-762-5995
Q108,1031069,186860,DOE,P.S. 108 Captain Vincent G Fowler,108 - 10 109 Ave,Q,11420,718-558-2700
Q111,1001090,215721,DOE,P.S. 111 Jacob Blackwell,37 - 15 13 St,Q,11101,718-786-2073
Q112,1002486,215081,DOE,P.S. 112 Dutch Kills,25 - 05 37 Ave,Q,11101,718-784-5250
Q115,1064758,210409,DOE,P.S. 115 Glen Oaks,80 - 51 261 St,Q,11004,718-831-4010
Q116,1044713,194644,DOE,P.S. / I.S. 116 William C Hughley,107 - 25 Wren Pl,Q,11433,718-526-4884
Q117,1036048,198074,DOE,P.S. 117 J Keld / Briarwood School,85 - 15 143 St,Q,11435,718-526-4780
Q118,1049303,195657,DOE,P.S. 118 Lorraine Hansberry,190 - 20 109 Rd,Q,11412,718-465-5538
Q120,1031607,210838,DOE,P.S. 120 Queens,58 - 01 136 St,Q,11355,718-359-3390
Q121,1035426,188493,DOE,P.S. 121 Queens,126 - 10 109 Ave,Q,11420,718-738-5126
Q122,1007503,223572,DOE,P.S. 122 Mamie Fay,21 - 21 Ditmars Blvd,Q,11105,718-721-6410
Q123,1040997,186575,DOE,P.S. 123,145 - 01 119 Ave,Q,11436,718-529-4300
Q127,1019884,217981,DOE,P.S. 127 Aerospace Science Magnet,98 - 01 25 Ave,Q,11369,718-446-4700
Q129,1028651,227243,DOE,P.S. 129 Patricia Larkin,128 - 02 7 Ave,Q,11356,718-353-3150
Q130,1044081,216176,DOE,P.S. 130,200 - 01 42 Ave,Q,11361,718-357-6606
Q132,1053691,187867,DOE,P.S. 132 Ralph Bunche,132 - 15 218 St,Q,11413,718-528-5734
Q133,1062501,206100,DOE,P.S. 133 Queens,248 - 05 86 Ave,Q,11426,718-831-4016
Q134,1052208,197256,DOE,P.S. 134 Hollis,203 - 02 109 Ave,Q,11412,718-464-5544
Q135,1051511,201882,DOE,The Bellaire School,207 - 11 89 Ave,Q,11427,718-464-2119
Q136,1052873,193880,DOE,P.S. 136 Roy Wilkins,201 - 15 115 Ave,Q,11412,718-465-2286
Q138,1057841,179723,DOE,P.S. / Ms138 Sunrise,251 - 11 Weller Ave,Q,11422,718-528-9053
Q140,1044969,189684,DOE,P.S. 140 Edward K Ellington,166 - 01 116 Ave,Q,11434,718-657-4760
Q144,1025018,199833,DOE,P.S. 144 Col Jeromus Remsen,93 - 02 69 Ave,Q,11375,718-268-2775
Q146,1030120,179852,DOE,P.S. 146 Howard Beach,98 - 01 159 Ave,Q,11414,718-843-4880
Q147,1056222,193481,DOE,P.S. / M.S. 147 Ronald Mcnair,218 - 01 116 Ave,Q,11411,718-528-2420
Q148,1017847,215510,DOE,P.S. 148 Queens,89 - 02 32 Ave,Q,11369,718-898-8181
Q150,1005476,210979,DOE,P.S. 150 Queens,40 - 01 43 Ave,Q,11104,718-784-2252
Q151,1009600,215302,DOE,P.S. 151 Mary D Carter,50 - 05 31 Ave,Q,11377,718-728-2676
Q152,1011858,213657,DOE,P.S. 152 Gwendoline N Alleyne School,33 - 52 62 St,Q,11377,718-429-3141
Q153,1010888,200281,DOE,P.S. 153 Maspeth Elem,60 - 02 60 Ln,Q,11378,718-821-7850
Q154,1037682,204068,DOE,P.S. 154 Queens,75 - 02 162 St,Q,11366,718-591-1500
Q155,1036906,186866,DOE,P.S. 155,130 - 02 115 Ave,Q,11420,718-529-0767
Q156,1055567,184448,DOE,P.S. 156 Laurelton,229 - 02 137 Ave,Q,11413,718-528-9173
Q159,1044151,219759,DOE,P.S. 159,205 - 01 33 Ave,Q,11361,718-423-8553
Q160,1039710,190041,DOE,P.S. 160 Walter Francis Bishop,109 - 59 Inwood St,Q,11435,718-526-5523
Q161,1033865,190834,DOE,P.S. 161 Arthur Ashe School,101 - 33 124 St,Q,11419,718-441-5493
Q163,1037238,209213,DOE,P.S. 163 Flushing Heights,159 - 01 59 Ave,Q,11365,718-353-2514
Q164,1033174,202135,DOE,P.S. 164 Queens Valley,138 - 01 77 Ave,Q,11367,718-544-1083
Q165,1034688,205168,DOE,P.S. 165 Edith K Bergtraum,70 - 35 150 St,Q,11367,718-263-4004
Q166,1004706,215185,DOE,P.S. 166 Henry Gradstein,33 - 09 35 Ave,Q,11106,718-786-6703
Q169,1045527,224504,DOE,P.S. 169 Bay Terrace,18 - 25 212 St,Q,11360,718-428-6160
Q171,1003909,220192,DOE,P.S. 171 Peter G Van Alst,14 - 14 29 Ave,Q,11102,718-932-0909
Q173,1040985,206840,DOE,P.S. 173 Fresh Meadows,174 - 10 67 Ave,Q,11365,718-358-2243
Q174,1022668,201888,DOE,P.S. 174 William Sidney Mount,65 - 10 Dieterle Cres,Q,11374,718-897-7006
Q175,1025050,205563,DOE,P.S. 175 The Lynn Gross Discovery School,64 - 35 102 St,Q,11374,718-897-8600
Q176,1059157,188949,DOE,P.S. 176 Cambria Heights,120 - 45 235 St,Q,11411,718-525-4057
Q178,1046031,203298,DOE,P.S. / I.S. 178 Holliswood,189 - 10 Radnor Rd,Q,11423,718-464-5763
Q181,1052807,178368,DOE,P.S. 181 Brookfield,148 - 15 230 St,Q,11413,718-528-5807
Q183,1038210,154094,DOE,P.S. 183 Dr. Richard R Green,2 - 45 Bch 79 St,Q,11693,718-634-9459
Q184,1039710,222873,DOE,P.S. 184 Flushing Manor,163 - 15 21 Rd,Q,11357,718-352-7800
Q186,1061373,212506,DOE,P.S. 186 Castlewood,252 - 12 72 Ave,Q,11426,718-831-4021
Q188,1052575,207566,DOE,P.S. 188 Kingsbury,218 - 12 Hartland Ave,Q,11364,718-464-5768
Q191,1064960,206867,DOE,P.S. 191 Mayflower,85 - 15 258 St,Q,11001,718-831-4032
Q193,1036994,227972,DOE,P.S. 193 Alfred J Kennedy,152 - 20 11 Ave,Q,11357,718-767-8810
Q195,1057591,177209,DOE,P.S. 195 William Haberle,253 - 50 149 Ave,Q,11422,718-723-0313
Q196,1029254,202670,DOE,P.S. 196 Grand Central Parkway,71 - 25 113 St,Q,11375,718-263-9770
Q197,1055406,157947,DOE,P.S. 197 The Ocean School,825 Hicksville Rd,Q,11691,718-327-1083
Q199,1004697,208838,DOE,P.S. 199 Maurice A Fitzgerald,39 - 20 48 Ave,Q,11104,718-784-3431
Q200,1038160,205716,DOE,P.S. / M.S. 200 - The Pomonok School & Star Academy,70 - 10 164 St,Q,11365,718-969-7780
Q201,1036049,207643,DOE,P.S. 201 The Discovery School For Inquiry And Research,65 - 11 155 St,Q,11367,718-359-0620
Q203,1050742,213922,DOE,P.S. 203 Oakland Gardens,53 - 11 Springfield Blvd,Q,11364,718-423-8652
Q205,1051729,208208,DOE,P.S. 205 Alexander Graham Bell,75 - 25 Bell Blvd,Q,11364,718-464-5773
Q206,1022823,206785,DOE,P.S. 206 The Horace Harding School,61 - 02 98 St,Q,11374,718-592-0300
Q207,1027497,179092,DOE,P.S. 207 Rockwood Park,159 - 15 88 St,Q,11414,718-848-2700
Q209,1040977,224912,DOE,P.S. 209 Clearview Gardens,16 - 10 Utopia Pkwy,Q,11357,718-352-3939
Q212,1016205,213688,DOE,P.S. 212,34 - 25 82 St,Q,11372,718-898-6973
Q213,1054700,211687,DOE,P.S. 213 The Carl Ullman School,231 - 02 67 Ave,Q,11364,718-423-8747
Q214,1031805,219915,DOE,P.S. 214 Cadwallader Colden,31 - 15 140 St,Q,11354,718-461-4055
Q219,1033062,207501,DOE,P.S. 219 Paul Klapper,144 - 39 Gravett Rd,Q,11367,718-793-2130
Q220,1025269,207631,DOE,P.S. 220 Edward Mandel,62 - 10 108 St,Q,11375,718-592-3030
Q221,1058701,215755,DOE,P.S. 221 The North Hills School,57 - 40 Marathon Pkwy,Q,11362,718-423-8825
Q222,1017503,212705,DOE,P.S. Q222 - Fire Fighter Christopher A Santora School,86 - 15 37 Ave,Q,11372,718-429-2563
Q223,1042668,184951,DOE,P.S. 223 Lyndon B Johnson,125 - 20 Sutphin Blvd,Q,11434,718-322-9012
Q228,1018910,215074,DOE,P.S. 228 Early Childhood Magnet School Of The Arts,32 - 63 93 St,Q,11369,718-899-5799
Q229,1012873,206947,DOE,P.S. 229 Emanuel Kaplan,67 - 25 51 Rd,Q,11377,718-446-2120
Q234,1005540,218753,DOE,P.S. 234,30 - 15 29 St,Q,11102,718-956-2760
Q239,1010857,194024,DOE,P.S. 239,17 - 15 Weirfield St,Q,11385,718-417-2840
Q242,1030751,219785,DOE,P.S. 242 Leonard P Stavisky Early Childhood School,29 - 66 137 St,Q,11354,718-445-2902
Q244,1032411,214241,DOE,The Active Learning Elementary School,137 - 20 Franklin Ave,Q,11355,718-445-5730
Q251,1050999,181758,DOE,P.S. 251 Queens,144 - 51 Arthur St,Q,11413,718-276-2745
Q253,1053949,160637,DOE,P.S. 253,1307 Central Ave,Q,11691,718-327-0895
Q254,1026443,193246,DOE,P.S. 254 - The Rosa Parks School,84 - 40 101 St,Q,11418,718-846-1840
Q266,1059605,211058,DOE,P.S. / I.S. 266,74 - 10 Commonwealth Blvd,Q,11426,718-479-3920
Q270,1057353,185310,DOE,The Gordon Parks School,233 - 15 Merrick Blvd,Q,11422,718-341-8280
Q273,1027416,192016,DOE,P.S. 273,88 - 07 102nd St,Q,11418,718-286-8300
Q290,1013850,204584,DOE,A.C.E. Academy For Scholars At The Geraldine Ferraro Campus,55 - 20 Metropolitan Ave,Q,11385,718-571-6900
Q295,1058685,201984,DOE,P.S. / I.S. 295,222 - 14 Jamaica Ave,Q,11428,718-464-1433
Q303,1027493,203703,DOE,The Academy For Excellence Through The Arts,108 - 55 69 Ave,Q,11375,718-459-1358
Q305,1007824,196826,DOE,Learners And Leaders,378 Seneca Ave,Q,11385,718-366-1061
Q306,1026235,191305,DOE,New York City Academy For Discovery,95 - 16 89th Ave,Q,11421,718-441-2165
Q316,1025871,188263,DOE,Queens Explorer's Elementary,90 - 07 101st Ave,Q,11416,718-558-7088
Q317,1031038,150951,DOE,Waterside Children's Studio School,190 Bch 110 St,Q,11694,718-634-1344
Q333,1043527,155806,DOE,Goldie Maple Academy,3 - 65 Bch 56 St,Q,11692,718-945-3300
Q342,1045782,186986,CHARTER,"Rochdale Early Advantage Charter School, The",122 - 05 Smith St,Q,11434,718-978-0075
Q343,1005703,209569,DOE,The Children's Lab School,45 - 45 42nd St,Q,11104,718-361-3300
Q349,1040216,197455,DOE,P.S. 349,88 - 08 164thÿstreet,Q,11432,718-935-3608
Q354,1046831,186978,DOE,P.S. 354,126 - 10 Bedell St,Q,11434,718-276-1348
Q360,1051823,195289,DOE,P.S. 360,199 - 10 112 Ave,Q,11412,718-935-3610
Q361,1010261,211774,DOE,P.S. 361,57 - 02 To 57 - 08 39th Ave,Q,11377,718-935-3614
Q362,1051276,157885,DOE,Wave Preparatory Elementary School,535 Briar Pl,Q,11691,718-327-7091
Q499,1033794,208475,DOE,"The Queens College School For Math, Science And Technology",148 - 20 Reeves Ave,Q,11367,718-461-7462
Q705,1016113,212508,CHARTER,"Renaissance Charter School UPK, The",35 - 59 81 St,Q,11372,718-803-0060
QAAB,1030077,201214,NYCEEC,Beth Gavriel / Sha'arei Zion Ohel Bracha,7524 Grand Central Pkwy,Q,11375,718-897-6771
QAAD,1022611,215949,NYCEEC,A Child's Place Too - 108th Street,32 - 20 108th St,Q,11369,718-565-2466
QAAM,1032251,195995,NYCEEC,Bais Yaakov Academy Of Queens ( Metropolitan Ave ),124 - 50 Metropolitan Ave,Q,11415,718-847-5352
QABC,1015221,198536,NYCEEC,Christ The King Community Preschool,6802 Metropolitan Ave,Q,11379,718-417-6770
QABL,1015193,214146,NYCEEC,"Garden School, Inc.",3316 79th St,Q,11372,718-335-6363
QABS,1029268,193838,NYCEEC,Holy Child Jesus School,11102 86th Ave,Q,11418,718-849-3988
QACC,1008949,222490,NYCEEC,Immaculate Conception School,21 - 63 29th St,Q,11105,718-728-1969
QACD,1051423,201407,NYCEEC,Incarnation School,8915 Francis Lewis Blvd,Q,11427,718-465-5066
QACJ,1020000,205666,NYCEEC,Jewish Institute Of Queens,6005 Woodhaven Blvd,Q,11373,718-426-9369
QADN,1030565,180262,NYCEEC,Ave Maria Catholic Academy,158 - 20 101st St,Q,11414,718-848-7440
QADP,1057235,202865,NYCEEC,Our Lady Of Lourdes Catholic Academy,92 - 80 220th St,Q,11428,718-464-1480
QADQ,1025740,199447,NYCEEC,Our Lady Of Mercy Catholic Academy,7025 Kessel St,Q,11375,718-793-2086
QADR,1011398,198614,NYCEEC,Notre Dame Catholic Academy Of Ridgewood,62 - 22 61st St,Q,11385,718-821-2221
QADX,1043737,218535,NYCEEC,Our Lady Of The Blessed Sacrament School,34 - 45 202nd St,Q,11361,718-229-4434
QADZ,1021535,201917,NYCEEC,Our Saviour Lutheran School,6433 Woodhaven Blvd,Q,11374,718-897-4343
QAEG,1009762,222491,NYCEEC,Grace Lutheran School,3120 21st Ave,Q,11105,718-545-1129
QAEP,1057003,193854,NYCEEC,Sacred Heart Catholic Academy,115 - 50 221 St,Q,11411,718-527-0123
QAEQ,1048741,219042,NYCEEC,Sacred Heart School,216 - 01 38th Ave,Q,11361,718-631-4804
QAFC,1034204,151925,NYCEEC,St. Camillus School,185 Bch 99th St,Q,11694,718-634-5260
QAFF,1057487,183258,NYCEEC,St. Clare Catholic Academy,137 - 25 Brookville Blvd,Q,11422,718-528-7174
QAFJ,1024149,189094,NYCEEC,St. Elizabeth School,9401 85th St,Q,11416,718-843-0914
QAFR,1025898,180292,NYCEEC,St. Helen Catholic Academy,83 - 09 157th Ave,Q,11414,718-835-4155
QAFY,1043408,214042,NYCEEC,St. Kevin School,4550 195th St,Q,11358,718-357-8110
QAGC,1029001,189279,NYCEEC,St. Mary Gate Of Heaven,104 - 06 101st Ave,Q,11416,718-846-0689
